;Annotator 1;;;;;;Annotator 2;;;;;;Annotator 3;;;;;;K-Folds (10);;;;;;;;;;
rs03217.jpg;0;0;0;0;0;;0;0;0;0;2;;0;0;0;0;0;;Train;Val;Train;Train;Train;Test;Train;Train;Val;Train;Train
rs03218.jpg;0;0;2;0;2;;0;0;0;0;4;;0;0;0;0;2;;Train;Train;Train;Val;Val;Train;Test;Train;Train;Train;Train
rs03219.jpg;0;4;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Val;Train;Train;Test;Train;Train;Val;Train;Train;Val
rs03220.jpg;1;4;1;0;0;;0;2;0;0;0;;0;3;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val;Val
rs03221.jpg;0;0;2;0;0;;0;0;2;0;0;;0;0;0;0;0;;Val;Train;Val;Train;Train;Val;Train;Test;Val;Train;Train
rs03222.jpg;1;4;0;0;2;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Test;Train;Train;Train;Val;Train;Train;Train;Val
rs03223.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Test;Train;Train;Train;Train;Train;Train;Train;Val
rs03224.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Val;Val
rs03225.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Val;Train;Train;Train;Train;Val;Train;Train;Train
rs03226.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Val;Val;Train;Train;Train;Train;Test;Train
rs03227.jpg;0;1;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03228.jpg;0;0;0;0;3;;0;0;0;1;6;;0;0;0;0;4;;Val;Train;Train;Train;Train;Test;Val;Train;Train;Train;Train
rs03229.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Val;Train;Train;Val;Train;Train;Train;Train;Val
rs03230.jpg;0;0;0;0;3;;0;0;0;0;4;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03231.jpg;0;0;2;0;1;;0;0;7;0;0;;0;0;1;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs03232.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Val;Val;Train;Train;Train;Test;Train;Train
rs03233.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Val;Train;Train;Test;Train
rs03234.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train;Train
rs03235.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs03236.jpg;1;0;6;0;5;;1;0;7;1;6;;1;0;6;0;8;;Train;Train;Val;Test;Train;Val;Train;Train;Train;Train;Train
rs03237.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Val;Train;Train;Train;Train;Test;Val
rs03238.jpg;2;9;1;0;0;;0;5;3;0;0;;0;6;0;0;0;;Val;Val;Train;Train;Train;Train;Train;Val;Val;Test;Test
rs03239.jpg;1;0;0;0;3;;0;0;0;0;5;;0;0;0;0;4;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Train
rs03240.jpg;1;0;0;3;2;;0;0;0;5;5;;0;0;0;0;2;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs03241.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train
rs03242.jpg;1;0;0;0;3;;0;0;0;0;3;;0;0;0;0;4;;Val;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs03243.jpg;0;1;2;0;0;;0;0;3;0;3;;0;0;0;0;0;;Train;Train;Val;Train;Train;Train;Val;Train;Test;Train;Train
rs03244.jpg;1;6;0;0;0;;0;4;2;0;0;;0;5;0;0;0;;Train;Val;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs03245.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val;Train
rs03246.jpg;1;0;0;3;2;;1;0;0;5;8;;0;0;0;0;3;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03247.jpg;0;0;0;0;0;;0;0;0;0;1;;0;0;0;0;0;;Train;Train;Train;Train;Val;Train;Val;Train;Test;Train;Train
rs03248.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Val;Train;Train;Train;Train;Train;Val;Train;Train
rs03249.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Val;Test;Train;Train;Train;Train;Train;Train
rs03250.jpg;0;0;5;0;0;;0;0;6;0;0;;0;0;2;0;0;;Train;Train;Train;Train;Train;Val;Test;Train;Train;Train;Val
rs03251.jpg;0;0;0;0;0;;0;0;0;0;1;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs03252.jpg;0;5;1;0;0;;1;6;0;0;1;;0;4;0;0;0;;Train;Train;Train;Train;Val;Train;Test;Train;Train;Val;Train
rs03253.jpg;1;0;6;0;3;;2;0;8;0;4;;0;0;4;0;2;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs03254.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Val;Train;Val;Train;Train;Test;Train;Val
rs03255.jpg;1;0;2;1;5;;1;0;3;8;8;;1;0;2;1;7;;Train;Train;Train;Train;Train;Train;Train;Val;Test;Train;Val
rs03256.jpg;1;8;0;0;0;;0;4;1;0;0;;0;6;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs03257.jpg;1;0;5;0;0;;1;0;5;0;0;;0;0;3;0;0;;Train;Train;Val;Train;Train;Test;Train;Train;Train;Train;Test
rs03258.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Test;Train;Train;Train;Train;Val;Train;Train
rs03259.jpg;1;0;0;2;4;;1;0;0;6;6;;1;0;0;0;0;;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val
rs03260.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Test
rs03261.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Train;Train;Train;Train;Train;Train;Test;Train
rs03262.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Val;Train;Val;Val
rs03263.jpg;0;0;3;0;0;;0;0;2;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Test
rs03264.jpg;0;2;1;0;0;;0;0;0;0;0;;0;5;2;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs03265.jpg;0;1;0;0;0;;0;0;0;0;0;;0;2;0;0;0;;Train;Test;Train;Train;Train;Train;Val;Train;Train;Train;Test
rs03266.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs03267.jpg;0;2;3;0;0;;0;0;2;0;0;;0;3;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs03268.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs03269.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Test
rs03270.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Val;Test;Train;Train;Val;Train;Train
rs03271.jpg;0;0;0;0;1;;0;1;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs03272.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Val;Val;Train;Train;Train;Train
rs03273.jpg;1;0;9;0;0;;2;0;8;0;0;;2;0;8;0;0;;Train;Train;Train;Val;Train;Test;Train;Train;Train;Val;Train
rs03274.jpg;0;0;0;0;2;;0;0;0;0;4;;0;0;0;0;2;;Val;Train;Train;Train;Train;Train;Test;Val;Train;Train;Test
rs03275.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs03276.jpg;1;0;8;0;3;;1;0;7;0;4;;0;0;3;0;3;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03277.jpg;1;0;0;0;4;;0;0;0;1;3;;0;0;0;0;3;;Train;Val;Val;Train;Train;Train;Test;Train;Train;Train;Train
rs03278.jpg;1;0;0;2;2;;0;0;0;0;4;;0;0;0;2;2;;Train;Train;Train;Train;Val;Train;Test;Train;Train;Train;Train
rs03279.jpg;0;1;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs03280.jpg;0;0;0;0;0;;0;2;2;0;1;;0;0;0;0;0;;Train;Train;Train;Train;Train;Val;Test;Train;Val;Train;Train
rs03281.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Val;Train;Train;Train;Train;Train;Train;Train
rs03282.jpg;1;4;2;0;0;;0;0;0;0;0;;0;6;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs03283.jpg;0;2;0;0;0;;0;0;0;0;0;;0;2;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs03284.jpg;0;0;3;0;0;;0;0;6;0;0;;0;1;0;0;0;;Train;Val;Val;Test;Train;Train;Val;Train;Train;Train;Train
rs03285.jpg;1;8;1;0;0;;0;0;0;0;1;;0;5;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Val;Train;Val;Val
rs03286.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train;Train
rs03287.jpg;0;0;1;0;0;;0;0;0;0;0;;0;2;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs03288.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs03289.jpg;0;0;2;0;0;;0;0;0;0;1;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs03290.jpg;0;3;0;0;0;;1;4;1;0;0;;0;3;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs03291.jpg;0;2;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Test;Train;Train;Val;Train;Val;Train;Train;Val;Train;Train
rs03292.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Val;Train;Train;Train;Train;Train;Train;Train;Train
rs03293.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs03294.jpg;2;9;1;0;0;;1;6;2;0;0;;0;7;2;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs03295.jpg;0;0;0;0;0;;1;0;7;0;0;;0;0;8;0;0;;Train;Train;Train;Train;Train;Train;Val;Test;Train;Train;Train
rs03296.jpg;1;5;0;0;0;;1;4;2;0;0;;0;5;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Val;Train;Test;Test
rs03297.jpg;0;0;0;0;0;;0;0;0;0;3;;0;0;0;0;2;;Train;Train;Train;Train;Val;Train;Train;Train;Train;Test;Test
rs03298.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs03299.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Val
rs03300.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train
rs03301.jpg;0;2;0;0;0;;0;0;0;0;0;;0;2;1;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs03302.jpg;2;9;0;0;0;;1;8;2;0;0;;0;7;2;0;0;;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train
rs03303.jpg;2;0;0;5;6;;1;0;0;6;8;;1;0;0;3;5;;Train;Test;Train;Val;Train;Train;Train;Train;Train;Train;Test
rs03304.jpg;0;2;0;0;0;;0;0;0;0;0;;0;2;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03305.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Train;Test;Train;Val;Train;Train;Train;Val
rs03306.jpg;1;0;2;3;5;;1;0;0;0;7;;0;0;3;2;4;;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs03307.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train;Test
rs03308.jpg;1;1;0;0;4;;0;0;0;0;0;;1;2;0;0;4;;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train;Train
rs03309.jpg;1;0;4;0;0;;1;0;8;0;0;;1;0;7;0;0;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Val
rs03310.jpg;0;0;3;0;0;;0;0;2;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Val
rs03311.jpg;0;0;2;0;2;;0;0;0;0;2;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs03312.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs03313.jpg;2;9;1;0;0;;1;6;1;0;0;;1;7;2;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03314.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Test;Val;Train;Val;Train;Train;Train;Train;Train
rs03315.jpg;0;0;1;0;0;;0;0;7;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Val;Train;Train
rs03316.jpg;1;0;0;0;4;;0;0;0;0;2;;1;0;0;0;3;;Train;Val;Train;Test;Train;Train;Val;Train;Train;Train;Test
rs03317.jpg;0;0;2;0;0;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Test
rs03318.jpg;0;0;0;0;0;;0;0;0;0;1;;0;0;0;0;0;;Train;Train;Val;Test;Train;Train;Train;Train;Train;Train;Train
rs03319.jpg;0;0;0;0;2;;0;0;0;0;4;;0;0;0;0;2;;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train;Train
rs03320.jpg;1;0;0;1;5;;1;0;0;6;7;;0;0;0;1;6;;Train;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train
rs03321.jpg;2;0;10;0;0;;2;0;9;0;0;;0;0;9;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Val
rs03322.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Val
rs03323.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Val;Train;Val
rs03324.jpg;1;0;0;4;3;;1;0;0;5;7;;1;0;0;1;5;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Val;Train
rs03325.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train
rs03326.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Val;Test;Train
rs03327.jpg;0;0;2;0;0;;0;4;0;0;0;;0;1;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs03328.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Val
rs03329.jpg;2;0;0;7;4;;2;0;0;8;8;;1;0;0;4;2;;Train;Val;Train;Train;Train;Train;Train;Train;Test;Val;Train
rs03330.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Train;Train;Train;Train;Test;Train;Train;Val
rs03331.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs03332.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Val;Test;Val;Test
rs03333.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs03334.jpg;1;0;0;4;3;;1;0;0;7;5;;0;0;0;2;2;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Val
rs03335.jpg;1;0;0;1;5;;1;0;0;0;0;;1;0;0;5;3;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs03336.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Val;Val;Train;Train
rs03337.jpg;1;0;3;0;4;;0;0;3;0;6;;0;0;0;0;4;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val;Train
rs03338.jpg;1;0;0;0;0;;0;0;0;0;2;;0;0;0;0;2;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03339.jpg;0;0;0;0;0;;0;0;2;0;2;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Val;Val;Val;Train;Val
rs03340.jpg;0;0;1;0;0;;0;0;7;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs03341.jpg;0;2;0;0;0;;0;6;0;0;0;;0;4;2;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs03342.jpg;0;0;0;1;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs03343.jpg;0;0;0;0;0;;0;0;0;0;2;;0;0;0;0;0;;Val;Train;Train;Train;Test;Train;Val;Val;Train;Train;Train
rs03344.jpg;2;9;1;0;0;;1;4;3;0;0;;0;7;0;0;0;;Train;Train;Test;Train;Train;Train;Train;Train;Val;Val;Train
rs03345.jpg;1;0;0;1;4;;1;0;0;6;8;;1;0;0;1;5;;Train;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train
rs03346.jpg;0;6;0;0;0;;1;7;1;0;0;;0;4;0;0;0;;Train;Train;Train;Test;Val;Train;Val;Train;Val;Train;Train
rs03347.jpg;2;0;0;7;6;;2;0;0;9;8;;2;0;0;9;7;;Val;Train;Train;Train;Train;Train;Train;Test;Train;Val;Train
rs03348.jpg;0;0;1;0;0;;0;0;0;0;1;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs03349.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Val;Val;Train;Train;Train;Train
rs03350.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Train;Val;Test;Train
rs03351.jpg;1;0;3;2;5;;1;0;3;5;7;;1;0;0;2;5;;Test;Train;Train;Train;Val;Train;Train;Val;Val;Train;Train
rs03352.jpg;2;0;0;5;5;;1;0;0;5;8;;1;0;0;8;6;;Test;Val;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03353.jpg;0;2;0;0;0;;0;3;2;0;0;;0;5;0;0;1;;Train;Train;Train;Train;Train;Val;Train;Test;Train;Val;Train
rs03354.jpg;0;0;0;1;1;;1;0;0;0;1;;0;0;0;0;0;;Train;Train;Val;Train;Val;Train;Train;Train;Test;Val;Train
rs03355.jpg;0;0;2;0;0;;0;0;0;0;0;;0;1;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Test;Train;Val;Train
rs03356.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Val;Train;Val;Val;Test;Train;Train;Train
rs03357.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Val;Train;Train;Val;Test;Train;Test
rs03358.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Train;Test;Train;Train;Train;Val;Train;Train
rs03359.jpg;0;0;3;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Train;Train;Val;Val;Test;Train;Val;Val
rs03360.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Val;Train;Train;Train;Train;Train;Test;Train
rs03361.jpg;1;4;0;0;0;;1;6;2;0;0;;0;5;0;0;0;;Train;Train;Val;Train;Train;Train;Train;Test;Val;Val;Train
rs03362.jpg;1;6;0;0;0;;1;4;2;0;0;;0;6;0;0;0;;Val;Val;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs03363.jpg;0;0;0;0;3;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Test;Val;Train;Train;Train;Train;Val;Train;Train
rs03364.jpg;0;1;2;0;0;;0;0;2;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Val;Val;Train;Train;Train
rs03365.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Val;Train;Train;Train;Test;Val;Train;Train;Test
rs03366.jpg;1;4;0;0;0;;0;6;2;0;0;;0;5;2;0;0;;Train;Test;Train;Val;Val;Val;Val;Val;Train;Val;Train
rs03367.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Val;Train;Train;Train;Train
rs03368.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs03369.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train
rs03370.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Test;Train;Train;Val;Train;Val;Train;Val;Test
rs03371.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Val;Train;Train;Train;Train;Train;Val;Train;Test;Train
rs03372.jpg;1;0;4;0;0;;0;0;6;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train
rs03373.jpg;1;0;5;0;0;;1;0;7;0;0;;0;0;4;0;0;;Test;Train;Val;Val;Train;Train;Val;Train;Train;Val;Val
rs03374.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs03375.jpg;1;0;2;0;2;;1;0;2;5;7;;0;0;0;2;6;;Train;Val;Train;Train;Val;Test;Train;Train;Train;Train;Test
rs03376.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Val;Val;Test;Train;Val;Train;Train;Train
rs03377.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Val;Test;Train;Train;Train;Train;Val
rs03378.jpg;0;0;0;0;2;;0;0;0;0;5;;0;0;0;0;2;;Val;Train;Train;Train;Train;Val;Val;Test;Train;Train;Test
rs03379.jpg;0;0;3;0;0;;0;0;2;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train
rs03380.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Val;Test;Val;Train;Train;Train
rs03381.jpg;0;1;1;0;2;;0;0;3;0;4;;0;3;0;0;2;;Test;Val;Val;Val;Val;Train;Train;Train;Train;Train;Test
rs03382.jpg;1;0;5;0;0;;1;0;7;0;0;;0;0;5;0;0;;Train;Val;Val;Val;Val;Test;Val;Val;Train;Train;Test
rs03383.jpg;0;0;2;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Test;Val;Train;Train;Train;Train;Train;Train;Train
rs03384.jpg;1;0;0;0;4;;0;0;0;0;6;;0;0;0;0;3;;Val;Train;Val;Train;Train;Train;Val;Train;Test;Train;Train
rs03385.jpg;1;5;0;0;0;;1;8;2;0;0;;0;5;2;0;0;;Train;Train;Train;Train;Train;Val;Train;Train;Test;Train;Train
rs03386.jpg;1;6;4;0;0;;1;8;3;0;0;;0;0;4;0;0;;Train;Train;Train;Train;Train;Val;Test;Train;Train;Train;Val
rs03387.jpg;1;0;3;0;0;;1;0;0;0;0;;1;0;7;0;0;;Val;Val;Train;Val;Val;Train;Train;Test;Train;Train;Train
rs03388.jpg;1;0;0;0;5;;1;0;0;0;6;;1;0;0;0;4;;Train;Val;Val;Val;Train;Train;Test;Train;Train;Train;Train
rs03389.jpg;0;3;2;0;0;;0;0;2;0;0;;0;2;0;0;0;;Val;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train
rs03390.jpg;0;0;0;0;0;;0;0;0;0;3;;0;0;0;0;0;;Train;Test;Train;Train;Val;Train;Train;Train;Train;Train;Train
rs03391.jpg;0;0;0;0;0;;1;0;5;0;0;;1;0;3;0;0;;Train;Train;Train;Train;Train;Val;Train;Train;Train;Test;Train
rs03392.jpg;0;0;0;0;0;;0;0;0;0;2;;1;0;0;0;0;;Train;Test;Train;Train;Val;Train;Train;Train;Train;Train;Train
rs03393.jpg;0;0;0;0;0;;0;0;0;0;2;;0;0;0;0;0;;Train;Train;Train;Val;Train;Train;Test;Train;Train;Train;Test
rs03394.jpg;0;3;0;0;0;;0;2;0;0;0;;0;4;0;0;0;;Train;Test;Val;Train;Train;Val;Train;Train;Train;Train;Train
rs03395.jpg;1;5;0;0;0;;1;7;2;0;0;;0;5;2;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs03396.jpg;0;0;0;0;1;;0;0;0;0;2;;0;0;0;0;0;;Train;Val;Train;Val;Train;Train;Test;Train;Val;Train;Val
rs03397.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Val;Train;Train;Val;Train;Train;Train;Test;Test
rs03398.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Val
rs03399.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Val;Train;Test;Train;Train;Train;Val;Train;Test
rs03400.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Test
rs03401.jpg;0;0;0;0;0;;0;0;0;0;5;;0;0;0;0;2;;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train
